message_id,channel_name,detected_class,confidence_score,image_category
195849,tikvahpharma,,0.0,other
195850,tikvahpharma,,0.0,other
195851,tikvahpharma,,0.0,other
195852,tikvahpharma,,0.0,other
195853,tikvahpharma,,0.0,other
195858,tikvahpharma,"bottle,book",0.463,product_display
195860,tikvahpharma,bowl,0.364,other
195864,tikvahpharma,,0.0,other
195870,tikvahpharma,bowl,0.364,other
195875,tikvahpharma,,0.0,other
195884,tikvahpharma,bottle,0.296,product_display
195885,tikvahpharma,,0.0,other
195886,tikvahpharma,,0.0,other
195887,tikvahpharma,,0.0,other
195888,tikvahpharma,refrigerator,0.336,other
195889,tikvahpharma,"tv,laptop,person,person,person",0.774,lifestyle
195891,tikvahpharma,,0.0,other
195892,tikvahpharma,"tv,keyboard",0.841,other
195893,tikvahpharma,"tv,keyboard,person",0.36,lifestyle
195896,tikvahpharma,chair,0.808,other
195899,tikvahpharma,tv,0.882,other
195900,tikvahpharma,"laptop,laptop,tv,person,tv,person,keyboard",0.721,lifestyle
195906,tikvahpharma,,0.0,other
195909,tikvahpharma,,0.0,other
195910,tikvahpharma,,0.0,other
195911,tikvahpharma,refrigerator,0.336,other
195914,tikvahpharma,,0.0,other
195917,tikvahpharma,"tv,microwave,clock",0.446,other
195933,tikvahpharma,"tv,microwave,clock",0.446,other
195934,tikvahpharma,book,0.39,other
195935,tikvahpharma,,0.0,other
195936,tikvahpharma,,0.0,other
195937,tikvahpharma,,0.0,other
195938,tikvahpharma,,0.0,other
195939,tikvahpharma,,0.0,other
195940,tikvahpharma,"train,train",0.455,other
195941,tikvahpharma,,0.0,other
195942,tikvahpharma,,0.0,other
195948,tikvahpharma,,0.0,other
195950,tikvahpharma,,0.0,other
195955,tikvahpharma,,0.0,other
195960,tikvahpharma,"tv,microwave,clock",0.446,other
195961,tikvahpharma,book,0.393,other
195962,tikvahpharma,,0.0,other
195963,tikvahpharma,"book,toothbrush",0.295,other
195966,tikvahpharma,"laptop,cell phone",0.499,other
195967,tikvahpharma,"laptop,laptop,dining table",0.623,other
195968,tikvahpharma,"laptop,person",0.697,lifestyle
195969,tikvahpharma,laptop,0.709,other
195972,tikvahpharma,,0.0,other
195973,tikvahpharma,,0.0,other
195974,tikvahpharma,refrigerator,0.336,other
195976,tikvahpharma,,0.0,other
195979,tikvahpharma,bowl,0.364,other
195982,tikvahpharma,"bottle,bottle,bottle,bottle,bottle",0.387,product_display
195983,tikvahpharma,,0.0,other
195986,tikvahpharma,bowl,0.364,other
195989,tikvahpharma,"laptop,laptop,tv,person,tv,person,keyboard",0.721,lifestyle
195993,tikvahpharma,bowl,0.364,other
195994,tikvahpharma,bottle,0.796,product_display
195999,tikvahpharma,"refrigerator,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,refrigerator",0.377,product_display
196007,tikvahpharma,"laptop,cell phone",0.499,other
196008,tikvahpharma,"laptop,laptop,dining table",0.623,other
196009,tikvahpharma,"laptop,person",0.697,lifestyle
196010,tikvahpharma,laptop,0.709,other
196019,tikvahpharma,,0.0,other
196022,tikvahpharma,"refrigerator,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,refrigerator",0.377,product_display
196030,tikvahpharma,,0.0,other
196036,tikvahpharma,,0.0,other
196037,tikvahpharma,,0.0,other
196038,tikvahpharma,refrigerator,0.336,other
196039,tikvahpharma,"laptop,laptop,tv,person,tv,person,keyboard",0.721,lifestyle
196042,tikvahpharma,,0.0,other
196048,tikvahpharma,"bowl,book",0.377,other
196053,tikvahpharma,"book,toothbrush",0.295,other
196054,tikvahpharma,book,0.391,other
196055,tikvahpharma,"tv,microwave,clock",0.449,other
196056,tikvahpharma,,0.0,other
196070,tikvahpharma,"laptop,cell phone",0.499,other
196071,tikvahpharma,"laptop,laptop,dining table",0.623,other
196072,tikvahpharma,"laptop,person",0.697,lifestyle
196073,tikvahpharma,laptop,0.709,other
196078,tikvahpharma,,0.0,other
196083,tikvahpharma,book,0.513,other
196084,tikvahpharma,,0.0,other
196085,tikvahpharma,"refrigerator,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,refrigerator",0.377,product_display
196086,tikvahpharma,"bottle,bottle",0.298,product_display
196105,tikvahpharma,,0.0,other
196108,tikvahpharma,,0.0,other
196109,tikvahpharma,,0.0,other
196111,tikvahpharma,,0.0,other
196131,tikvahpharma,,0.0,other
196132,tikvahpharma,,0.0,other
196134,tikvahpharma,bowl,0.364,other
196141,tikvahpharma,"laptop,laptop,tv,person,tv,person,keyboard",0.721,lifestyle
196142,tikvahpharma,laptop,0.709,other
196157,tikvahpharma,"bowl,book",0.377,other
196164,tikvahpharma,book,0.278,other
196165,tikvahpharma,,0.0,other
196166,tikvahpharma,,0.0,other
196167,tikvahpharma,book,0.347,other
196169,tikvahpharma,book,0.251,other
196170,tikvahpharma,,0.0,other
196172,tikvahpharma,,0.0,other
196177,tikvahpharma,"laptop,laptop,tv,person,tv,person,keyboard",0.721,lifestyle
196178,tikvahpharma,laptop,0.709,other
196181,tikvahpharma,,0.0,other
196185,tikvahpharma,,0.0,other
196189,tikvahpharma,,0.0,other
196198,tikvahpharma,,0.0,other
196199,tikvahpharma,,0.0,other
196207,tikvahpharma,"laptop,laptop,tv,person,tv,person,keyboard",0.721,lifestyle
196211,tikvahpharma,"bowl,book",0.377,other
196224,tikvahpharma,,0.0,other
196225,tikvahpharma,,0.0,other
196246,tikvahpharma,"laptop,laptop,tv,person,tv,person,keyboard",0.721,lifestyle
196247,tikvahpharma,laptop,0.709,other
196268,tikvahpharma,bowl,0.364,other
196269,tikvahpharma,,0.0,other
196270,tikvahpharma,,0.0,other
196271,tikvahpharma,refrigerator,0.336,other
196286,tikvahpharma,"book,toothbrush",0.295,other
196288,tikvahpharma,bowl,0.364,other
196295,tikvahpharma,"person,sports ball",0.345,lifestyle
196310,tikvahpharma,,0.0,other
196311,tikvahpharma,,0.0,other
196312,tikvahpharma,refrigerator,0.336,other
196313,tikvahpharma,laptop,0.709,other
196327,tikvahpharma,,0.0,other
196337,tikvahpharma,,0.0,other
196338,tikvahpharma,,0.0,other
196339,tikvahpharma,refrigerator,0.336,other
196340,tikvahpharma,laptop,0.709,other
196343,tikvahpharma,,0.0,other
196344,tikvahpharma,"tv,microwave,clock",0.47,other
196355,tikvahpharma,,0.0,other
196356,tikvahpharma,"tv,microwave,clock",0.47,other
196367,tikvahpharma,,0.0,other
196368,tikvahpharma,,0.0,other
196369,tikvahpharma,refrigerator,0.336,other
196370,tikvahpharma,laptop,0.709,other
196383,tikvahpharma,"laptop,bottle",0.723,product_display
196384,tikvahpharma,laptop,0.908,other
196409,tikvahpharma,,0.0,other
196410,tikvahpharma,,0.0,other
196411,tikvahpharma,refrigerator,0.336,other
196412,tikvahpharma,"laptop,bottle",0.723,product_display
196413,tikvahpharma,laptop,0.908,other
196417,tikvahpharma,,0.0,other
196435,tikvahpharma,microwave,0.524,other
